AT_SERIAL,DATE,LOAD_ZONE_LAT,LOAD_ZONE_LON,Latitude,Longitude,HEX,DZ_LZ_TRAVEL_START,DZ_LZ_TRAVEL_END,DZ_LZ_TRAVEL_DURATION,DZ_LZ_DISTANCE_TRAVELED_KM,D_L_AT_FUEL,DZ_LZ_AVG_SPD,25METER_QUEUE_ZONE_ENTER,25METER_QUEUE_ZONE_END,QUEUE_ZONE_DURATION,AT_LOADING_START,AT_LOADING_END,AT_LOADING_DURATION,AT_DUMP_START,AT_DUMP_END,AT_DUMP_DURATION,LZ_DZ_TRAVEL_DURATION,LZ_DZ_DISTANCE_TRAVELED_KM,L_D_AT_FUEL,LZ_DZ_AVG_SPD,CYCLE_TIME,D_L_IDLE,D_L_TRAVEL_ONLY,L_D_IDLE,L_D_TRAVEL_ONLY,D_L_IDLE_PERCENT,L_D_IDLE_PERCENT,QUEUE_PERCENTAGE,LOADING_PERCENTAGE,L_D_TRAVEL_PERCENTAGE,D_L_TRAVEL_PERCENTAGE,Capacity,cycleid,zone,site,Day,DailyRainfall,TractorTime,AT_MODEL
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6254,30.052,-95.625,MPZ00695,"2015-06-23 18:31:30","2015-06-23 18:35:52","0 days 00:04:22",0.53,2.11580773131,4.16619771863,"2015-06-23 18:33:10","2015-06-23 18:33:33",0.38333333333333336,"2015-06-23 18:33:32","2015-06-23 18:35:52",140.0,"2015-06-23 18:37:45","2015-06-23 18:37:59",14,"0 days 00:01:53.000000000",0.53,1.88263919834,9.18,6.5,1.0,121.0,2.0,111.0,0.0,1.0,6.0,36.0,28.0,31.0,31.4,159,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0524,-95.6299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 18:35:52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6254,30.052,-95.625,HPD00128,"2015-06-23 18:38:00","2015-06-23 18:42:23","0 days 00:04:23",0.51,2.01025759224,4.04977358491,"2015-06-23 18:39:36","2015-06-23 18:40:08",0.5333333333333333,"2015-06-23 18:40:07","2015-06-23 18:42:23",136.0,"2015-06-23 18:44:36","2015-06-23 18:44:53",17,"0 days 00:02:13.000000000",0.53,1.8759250228,8.11,6.9,0.0,127.0,18.0,115.0,0.0,4.0,8.0,33.0,28.0,31.0,31.4,160,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0523,-95.6301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 18:42:23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6254,30.052,-95.625,MPZ00695,"2015-06-23 18:44:54","2015-06-23 18:49:45","0 days 00:04:51",0.55,2.27726637912,3.85325358362,"2015-06-23 18:46:20","2015-06-23 18:46:48",0.4666666666666667,"2015-06-23 18:46:47","2015-06-23 18:49:45",178.0,"2015-06-23 18:51:38","2015-06-23 18:51:52",14,"0 days 00:01:53.000000000",0.53,1.88262790936,9.43,6.983333333333333,0.0,113.0,0.0,113.0,0.0,0.0,7.0,42.0,27.0,27.0,31.4,161,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0523,-95.6299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 18:49:45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6254,30.052,-95.625,MPZ00695,"2015-06-23 18:51:53","2015-06-23 18:56:17","0 days 00:04:24",0.51,1.91702769811,4.03743396226,"2015-06-23 18:53:26","2015-06-23 18:53:53",0.45,"2015-06-23 18:53:52","2015-06-23 18:56:17",145.0,"2015-06-23 18:58:17","2015-06-23 18:58:30",13,"0 days 00:02:00.000000000",0.53,1.84280826446,9.19,6.633333333333333,0.0,119.0,2.0,118.0,0.0,1.0,7.0,36.0,30.0,30.0,31.4,162,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0524,-95.6301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 18:56:17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,162,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6254,30.052,-95.625,MPZ00695,"2015-06-23 18:58:31","2015-06-23 19:03:08","0 days 00:04:37",0.53,2.01141053457,3.99964028777,"2015-06-23 19:00:02","2015-06-23 19:00:33",0.5166666666666667,"2015-06-23 19:00:32","2015-06-23 19:03:08",156.0,"2015-06-23 19:05:16","2015-06-23 19:05:30",14,"0 days 00:02:08.000000000",0.56,1.99487062877,8.78,7,1.0,120.0,3.0,125.0,0.0,1.0,7.0,37.0,30.0,29.0,31.4,163,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0523,-95.6302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 19:03:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6253,30.052,-95.625,MPZ00695,"2015-06-23 19:05:31","2015-06-23 19:11:32","0 days 00:06:01",0.57,2.43675941835,3.13024861878,"2015-06-23 19:08:48","2015-06-23 19:09:04",0.26666666666666666,"2015-06-23 19:09:03","2015-06-23 19:11:32",149.0,"2015-06-23 19:13:22","2015-06-23 19:13:35",13,"0 days 00:01:50.000000000",0.56,1.90172321429,10.24,8.083333333333334,98.0,114.0,1.0,109.0,20.0,0.0,3.0,31.0,22.0,24.0,31.4,164,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0524,-95.6301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 19:11:32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6253,30.052,-95.625,MPZ00695,"2015-06-23 19:13:36","2015-06-23 19:17:56","0 days 00:04:20",0.56,2.20308380228,4.43404825095,"2015-06-23 19:15:15","2015-06-23 19:15:40",0.4166666666666667,"2015-06-23 19:15:39","2015-06-23 19:17:56",137.0,"2015-06-23 19:19:51","2015-06-23 19:20:05",14,"0 days 00:01:55.000000000",0.55,1.99596764847,9.99,6.5,0.0,123.0,0.0,115.0,0.0,0.0,6.0,35.0,29.0,32.0,31.4,165,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0523,-95.6302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 19:17:56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,Dump,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",30.0525,-95.6253,30.052,-95.625,MPZ00695,"2015-06-23 19:20:06","2015-06-23 19:24:17","0 days 00:04:11",0.57,2.12237460207,4.60876984127,"2015-06-23 19:21:40","2015-06-23 19:22:01",0.35,"2015-06-23 19:22:00","2015-06-23 19:24:17",137.0,"2015-06-23 19:26:14","2015-06-23 19:26:28",14,"0 days 00:01:57.000000000",0.57,2.02577980932,9.78,6.383333333333334,0.0,114.0,1.0,116.0,0.0,0.0,5.0,36.0,30.0,30.0,31.4,166,Load,"Ranger SH 99",2015-06-23,0,0,740
B1P06076,"2015-06-23 00:00:00",NULL,NULL,30.0523,-95.6302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 19:24:17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0524,-95.6261,30.052,-95.626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:17:00","2015-06-23 08:17:21",21,"0 days 00:00:59.000000000",0.05,0.461929847222,1.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.4,167,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0522,-95.6261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,167,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0524,-95.6262,30.052,-95.626,HPD00128,"2015-06-23 08:17:22","2015-06-23 08:22:16","0 days 00:04:54",0.04,0.939372355932,0.246949152542,"2015-06-23 08:17:22","2015-06-23 08:18:12",0.8333333333333334,"2015-06-23 08:18:11","2015-06-23 08:22:16",245.0,"2015-06-23 08:23:04","2015-06-23 08:23:18",14,"0 days 00:00:48.000000000",0.06,0.483170612245,3.39,5.95,18.0,31.0,6.0,42.0,5.0,2.0,0.0,69.0,12.0,9.0,31.4,168,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0522,-95.6261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:22:16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6262,30.052,-95.626,HPD00128,"2015-06-23 08:23:19","2015-06-23 08:27:07","0 days 00:03:48",0.06,0.597876899563,0.393930131004,"2015-06-23 08:23:19","2015-06-23 08:24:12",0.8833333333333333,"2015-06-23 08:24:07","2015-06-23 08:27:07",180.0,"2015-06-23 08:27:54","2015-06-23 08:28:08",14,"0 days 00:00:47.000000000",0.07,0.465680243056,3.51,4.833333333333333,17.0,31.0,2.0,45.0,6.0,1.0,18.0,62.0,16.0,11.0,31.4,169,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0521,-95.6262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:27:07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0524,-95.6263,30.052,-95.626,HPD00128,"2015-06-23 08:28:09","2015-06-23 08:32:29","0 days 00:04:20",0.09,0.78319382716,0.62908045977,"2015-06-23 08:28:09","2015-06-23 08:29:03",0.9,"2015-06-23 08:28:55","2015-06-23 08:32:29",214.0,"2015-06-23 08:33:21","2015-06-23 08:33:34",13,"0 days 00:00:52.000000000",0.05,0.499480167715,3.03,5.433333333333334,10.0,36.0,2.0,50.0,3.0,1.0,17.0,66.0,15.0,11.0,31.4,170,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0522,-95.6263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:32:29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0524,-95.6263,30.052,-95.626,HPD00128,"2015-06-23 08:33:35","2015-06-23 08:37:26","0 days 00:03:51",0.07,0.77728722382,0.727381974249,"2015-06-23 08:33:35","2015-06-23 08:34:27",0.8666666666666667,"2015-06-23 08:34:22","2015-06-23 08:37:26",184.0,"2015-06-23 08:38:12","2015-06-23 08:38:25",13,"0 days 00:00:46.000000000",0.06,0.506806863426,3.64,4.85,10.0,37.0,2.0,44.0,3.0,1.0,18.0,63.0,15.0,13.0,31.4,171,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0522,-95.6264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:37:26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0524,-95.6263,30.052,-95.626,HPD00128,"2015-06-23 08:38:26","2015-06-23 08:42:18","0 days 00:03:52",0.1,0.694708357075,0.778504273504,"2015-06-23 08:38:26","2015-06-23 08:39:41",1.25,"2015-06-23 08:39:40","2015-06-23 08:42:18",158.0,"2015-06-23 08:43:14","2015-06-23 08:43:28",14,"0 days 00:00:56.000000000",0.06,0.481240584795,2.91,5.05,42.0,32.0,8.0,48.0,14.0,3.0,25.0,52.0,16.0,11.0,31.4,172,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0522,-95.6264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:42:18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6264,30.052,-95.626,HPD00128,"2015-06-23 08:43:29","2015-06-23 08:49:13","0 days 00:05:44",0.1,1.03733061514,0.530869565217,"2015-06-23 08:43:29","2015-06-23 08:46:19",2.8333333333333335,"2015-06-23 08:46:12","2015-06-23 08:49:13",181.0,"2015-06-23 08:49:55","2015-06-23 08:50:08",13,"0 days 00:00:42.000000000",0.08,0.58378751938,4.01,6.666666666666667,111.0,52.0,1.0,41.0,28.0,0.0,42.0,45.0,10.0,13.0,31.4,173,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0522,-95.6265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:49:13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6264,30.052,-95.626,HPD00128,"2015-06-23 08:50:09","2015-06-23 08:53:51","0 days 00:03:42",0.1,0.77851235426,1.01426008969,"2015-06-23 08:50:09","2015-06-23 08:51:00",0.85,"2015-06-23 08:50:55","2015-06-23 08:53:51",176.0,"2015-06-23 08:54:40","2015-06-23 08:54:53",13,"0 days 00:00:49.000000000",0.09,0.598108972222,5.22,4.75,8.0,38.0,1.0,48.0,3.0,0.0,18.0,62.0,17.0,13.0,31.4,174,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0521,-95.6258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 08:53:51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6262,30.052,-95.626,HPD00128,"2015-06-23 08:54:54","2015-06-23 09:06:57","0 days 00:12:03",0.28,2.64182715495,0.808303448276,"2015-06-23 08:55:13","2015-06-23 09:01:12",5.983333333333333,"2015-06-23 09:03:32","2015-06-23 09:06:57",205.0,"2015-06-23 09:07:45","2015-06-23 09:08:00",15,"0 days 00:00:48.000000000",0.1,0.624102857143,4.46,13.116666666666667,377.0,141.0,2.0,46.0,48.0,0.0,46.0,26.0,6.0,18.0,31.4,175,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0521,-95.6257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 09:06:57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6261,30.052,-95.626,HPD00128,"2015-06-23 09:08:01","2015-06-23 09:14:02","0 days 00:06:01",0.07,0.914161228191,0.423608815427,"2015-06-23 09:08:30","2015-06-23 09:10:39",2.15,"2015-06-23 09:10:38","2015-06-23 09:14:02",204.0,"2015-06-23 09:14:49","2015-06-23 09:15:02",13,"0 days 00:00:47.000000000",0.09,0.587480017007,4.6,7.033333333333333,90.0,67.0,0.0,47.0,21.0,0.0,31.0,48.0,11.0,16.0,31.4,176,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0521,-95.6255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 09:14:02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6261,30.052,-95.626,HPD00128,"2015-06-23 09:15:03","2015-06-23 09:20:52","0 days 00:05:49",0.09,1.01124024127,0.562771428571,"2015-06-23 09:15:30","2015-06-23 09:17:58",2.466666666666667,"2015-06-23 09:17:57","2015-06-23 09:20:52",175.0,"2015-06-23 09:21:49","2015-06-23 09:22:00",11,"0 days 00:00:57.000000000",0.09,0.754824137931,4.33,6.966666666666667,111.0,63.0,5.0,52.0,27.0,1.0,35.0,42.0,12.0,15.0,31.4,177,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0521,-95.6253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 09:20:52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0523,-95.6261,30.052,-95.626,HPD00128,"2015-06-23 09:22:01","2015-06-23 09:25:32","0 days 00:03:31",0.09,0.82876455073,1.04615023474,"2015-06-23 09:22:41","2015-06-23 09:23:05",0.4,"2015-06-23 09:23:03","2015-06-23 09:25:32",149.0,"2015-06-23 09:26:58","2015-06-23 09:27:13",15,"0 days 00:01:26.000000000",0.13,0.837498314176,3.33,5.216666666666667,9.0,53.0,23.0,63.0,3.0,7.0,8.0,48.0,20.0,17.0,31.4,178,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0521,-95.6252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 09:25:32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0524,-95.6307,30.052,-95.631,HPD00128,"2015-06-23 09:27:14","2015-06-23 12:56:42","0 days 03:29:28",5.62,76.8252089547,2.75694139693,"2015-06-23 12:23:55","2015-06-23 12:55:28",31.55,"2015-06-23 12:40:30","2015-06-23 12:42:19",109.0,"2015-06-23 12:57:14","2015-06-23 12:57:33",19,"0 days 00:00:32.000000000",0.05,0.281812794613,3.18,210.33333333333334,2721.0,9738.0,292.0,603.0,22.0,2.0,15.0,1.0,5.0,77.0,31.4,179,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0525,-95.6307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 12:42:19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0519,-95.648,30.052,-95.648,HPD00128,"2015-06-23 12:57:34","2015-06-23 13:07:13","0 days 00:09:39",2.02,6.75470661782,6.71093103448,"2015-06-23 13:05:28","2015-06-23 13:05:40",0.2,"2015-06-23 13:05:52","2015-06-23 13:07:13",81.0,"2015-06-23 13:13:51","2015-06-23 13:14:12",21,"0 days 00:06:38.000000000",1.93,8.24876918121,9.74,16.65,160.0,338.0,0.0,398.0,16.0,0.0,1.0,8.0,40.0,34.0,31.4,180,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0525,-95.631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 13:07:13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0519,-95.648,30.052,-95.648,HPD00128,"2015-06-23 13:14:13","2015-06-23 13:21:27","0 days 00:07:14",1.95,6.10661861686,8.83533333333,"2015-06-23 13:19:43","2015-06-23 13:19:53",0.16666666666666666,"2015-06-23 13:19:52","2015-06-23 13:21:27",95.0,"2015-06-23 13:30:31","2015-06-23 13:30:48",17,"0 days 00:09:04.000000000",1.93,9.14492114985,7.17,16.6,42.0,297.0,20.0,524.0,4.0,2.0,1.0,10.0,53.0,30.0,31.4,181,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0526,-95.6312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 13:21:27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0519,-95.648,30.052,-95.648,HPD00128,"2015-06-23 13:30:49","2015-06-23 13:39:17","0 days 00:08:28",1.88,6.39145379608,7.29209960784,"2015-06-23 13:36:58","2015-06-23 13:37:11",0.21666666666666667,"2015-06-23 13:37:10","2015-06-23 13:39:17",127.0,"2015-06-23 13:46:43","2015-06-23 13:47:02",19,"0 days 00:07:26.000000000",1.93,9.02066537862,8.75,16.233333333333334,45.0,336.0,8.0,438.0,5.0,1.0,1.0,13.0,45.0,34.0,31.4,182,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0526,-95.6312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 13:39:17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0526,-95.6301,30.053,-95.63,HPD00128,"2015-06-23 13:47:03","2015-06-23 14:05:36","0 days 00:18:33",3.96,15.8569780185,6.93107623318,"2015-06-23 14:03:37","2015-06-23 14:04:22",0.75,"2015-06-23 13:53:41","2015-06-23 13:55:17",96.0,"2015-06-23 14:06:26","2015-06-23 14:06:46",20,"0 days 00:00:50.000000000",0.18,0.924450980392,7.17,19.733333333333334,210.0,807.0,110.0,559.0,18.0,9.0,4.0,8.0,47.0,68.0,31.4,183,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0525,-95.6313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 13:55:17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183,Dump,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",30.0519,-95.6481,30.052,-95.648,HPD00128,"2015-06-23 14:06:47","2015-06-23 14:13:39","0 days 00:06:52",1.88,5.78535731504,8.90382566586,"2015-06-23 14:11:53","2015-06-23 14:12:02",0.15,"2015-06-23 14:12:01","2015-06-23 14:13:39",98.0,"2015-06-23 14:20:58","2015-06-23 14:21:17",19,"0 days 00:07:19.000000000",1.87,8.2027409304,8.44,14.516666666666667,9.0,305.0,20.0,419.0,1.0,2.0,1.0,11.0,48.0,35.0,31.4,184,Load,"Ranger SH 99",2015-06-23,0,0,740
T4R00733,"2015-06-23 00:00:00",NULL,NULL,30.0525,-95.6316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-06-23 14:13:39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,Dump,"Ranger SH 99",2015-06-23,0,0,740
